fid,cngdegrees,x,y
"0",0.0697992050000001,-140.0020251081,60.1957452579
"0",0.0700687000000001,-140.0017581411,60.1957443829
"0",0.0703381950000001,-140.0015089460,60.1958312871
"0",0.0706076900000001,-140.0016334171,60.1960375325
"0",0.0708771850000001,-140.0018706169,60.1961648039
"0",0.0711466800000001,-140.0021053791,60.1962951952
"0",0.0714161750000001,-140.0022498940,60.1964978240
"0",0.0716856700000001,-140.0020800111,60.1966855562
"0",0.0719551650000001,-140.0018339520,60.1967943775
"0",0.0722246600000001,-140.0015688105,60.1968404730
"0",0.0724941550000001,-140.0013003355,60.1968636711
"0",0.0727636500000001,-140.0010316787,60.1968849014
"0",0.073033145,-140.0007626257,60.1968933304
"0",0.07330264,-140.0004931924,60.1968877359
"0",0.073572135,-140.0002237639,60.1968819133
"0",0.07384163,-139.9999544805,60.1968859469
"0",0.074111125,-139.9996854614,60.1969019559
"0",0.07438062,-139.9994164423,60.1969179649
"0",0.074650115,-139.9991478900,60.1969389678
"0",0.07491961,-139.9988805639,60.1969730903
"0",0.075189105,-139.9986124793,60.1970000629
"0",0.0754586,-139.9983442861,60.1970258361
"0",0.075728095,-139.9980791225,60.1970724260
"0",0.07599759,-139.9978793847,60.1972303603
"0",0.076267085,-139.9978679561,60.1974812728
"0",0.07653658,-139.9979356242,60.1977408020
"0",0.076806075,-139.9977999567,60.1979633727
"0",0.07707557,-139.9976882156,60.1981832354
"0",0.077345065,-139.9979115326,60.1983253197
"0",0.07761456,-139.9977056589,60.1984578182
"0",0.077884055,-139.9974506811,60.1985450755
"0",0.0781535499999999,-139.9971883378,60.1986019001
"0",0.0784230449999999,-139.9969204035,60.1986286342
"0",0.0786925399999999,-139.9966511523,60.1986388697
"0",0.0789620349999999,-139.9964026254,60.1986893790
"0",0.0792315299999999,-139.9965427566,60.1988966124
"0",0.0795010249999999,-139.9967431085,60.1990768531
"0",0.0797705199999999,-139.9967107115,60.1991486651
"0",0.0800400149999999,-139.9964416951,60.1991326112
"0",0.0803095099999999,-139.9961726787,60.1991165572
"0",0.0805790049999999,-139.9959036623,60.1991005032
"0",0.0808484999999999,-139.9956346459,60.1990844493
"0",0.0811179949999999,-139.9953656295,60.1990683953
"0",0.0813874899999999,-139.9950973856,60.1990490934
"0",0.0816569849999999,-139.9948499501,60.1989423076
"0",0.0819264799999999,-139.9946025146,60.1988355217
"0",0.0821959749999999,-139.9943550791,60.1987287358
"0",0.0824654699999999,-139.9941076435,60.1986219500
"0",0.0827349649999999,-139.9938602080,60.1985151641
"0",0.0830044599999998,-139.9936127725,60.1984083783
"0",0.0832739549999998,-139.9933653370,60.1983015924
"0",0.0835434499999998,-139.9931179015,60.1981948066
"0",0.0838129449999998,-139.9928756391,60.1980832159
"0",0.0840824399999998,-139.9927873890,60.1978285800
"0",0.0843519349999998,-139.9926991389,60.1975739440
"0",0.0846214299999998,-139.9926108889,60.1973193080
"0",0.0848909249999998,-139.9925226388,60.1970646721
"0",0.0851604199999998,-139.9924343887,60.1968100361
"0",0.0854299149999998,-139.9923685734,60.1965562449
"0",0.0856994099999998,-139.9924757237,60.1963089670
"0",0.0859689049999998,-139.9925828740,60.1960616891
"0",0.0862383999999998,-139.9926900243,60.1958144112
"0",0.0865078949999998,-139.9927971746,60.1955671332
"0",0.0867773899999998,-139.9929043249,60.1953198553
"0",0.0870468849999998,-139.9930114752,60.1950725774
"0",0.0873163799999998,-139.9931186255,60.1948252995
"0",0.0875858749999998,-139.9932257676,60.1945780180
"0",0.0878553699999998,-139.9933329078,60.1943307357
"0",0.0881248649999997,-139.9934400480,60.1940834535
"0",0.0883943599999997,-139.9935471883,60.1938361712
"0",0.0886638549999997,-139.9936543285,60.1935888889
"0",0.0889333499999997,-139.9937614688,60.1933416066
"0",0.0892028449999997,-139.9938686090,60.1930943244
"0",0.0894723399999997,-139.9939569166,60.1928404288
"0",0.0897418349999997,-139.9940279066,60.1925804519
"0",0.0900113299999997,-139.9940988966,60.1923204750
"0",0.0902808249999997,-139.9941698866,60.1920604981
"0",0.0905503199999997,-139.9942408766,60.1918005213
"0",0.0908198149999997,-139.9943118666,60.1915405444
"0",0.0910893099999997,-139.9943828566,60.1912805675
"0",0.0913588049999997,-139.9944404647,60.1910177098
"0",0.0916282999999997,-139.9944827428,60.1907515517
"0",0.0918977949999997,-139.9945250209,60.1904853936
"0",0.0921672899999997,-139.9945672990,60.1902192355
"0",0.0924367849999997,-139.9946095771,60.1899530775
"0",0.0927062799999997,-139.9946518552,60.1896869194
"0",0.0929757749999996,-139.9946941333,60.1894207613
"0",0.0932452699999996,-139.9947364114,60.1891546033
"0",0.0935147649999996,-139.9946761941,60.1889251182
"0",0.0937842599999996,-139.9944746652,60.1887461945
"0",0.0940537549999996,-139.9942731364,60.1885672709
"0",0.0943232499999996,-139.9940716075,60.1883883472
"0",0.0945927449999996,-139.9938700787,60.1882094235
"0",0.0948622399999996,-139.9936685498,60.1880304999
"0",0.0951317349999996,-139.9934670210,60.1878515762
"0",0.0954012299999996,-139.9932627180,60.1876774098
"0",0.0956707249999996,-139.9930077457,60.1875901362
"0",0.0959402199999996,-139.9927527735,60.1875028626
"0",0.0962097149999996,-139.9924978012,60.1874155890
"0",0.0964792099999996,-139.9922428289,60.1873283153
"0",0.0967487049999996,-139.9919878566,60.1872410417
"0",0.0970181999999996,-139.9917328843,60.1871537681
"0",0.0972876949999996,-139.9914779120,60.1870664945
"0",0.0975571899999996,-139.9912229397,60.1869792208
"0",0.0978266849999996,-139.9909679674,60.1868919472
"0",0.0980961799999995,-139.9907129951,60.1868046736
"0",0.0983656749999995,-139.9904580228,60.1867173999
"0",0.0986351699999995,-139.9902030326,60.1866301802
"0",0.0989046649999995,-139.9899467446,60.1865468493
"0",0.0991741599999995,-139.9896904566,60.1864635185
"0",0.0994436549999995,-139.9894341687,60.1863801876
"0",0.0997131499999995,-139.9891778807,60.1862968567
"0",0.0999826449999995,-139.9889215927,60.1862135259
"0",0.10025214,-139.9886653048,60.1861301950
"0",0.100521634999999,-139.9884090168,60.1860468642
"0",0.100791129999999,-139.9881527288,60.1859635333
"0",0.101060624999999,-139.9878964409,60.1858802024
"0",0.101330119999999,-139.9876401529,60.1857968716
"0",0.101599614999999,-139.9873838649,60.1857135407
"0",0.101869109999999,-139.9871275770,60.1856302098
"0",0.102138604999999,-139.9868712890,60.1855468790
"0",0.102408099999999,-139.9866150010,60.1854635481
"0",0.102677594999999,-139.9863587131,60.1853802172
"0",0.102947089999999,-139.9861024251,60.1852968864
"0",0.103216584999999,-139.9858461371,60.1852135555
"0",0.103486079999999,-139.9855898492,60.1851302246
"0",0.103755574999999,-139.9853333816,60.1850474483
"0",0.104025069999999,-139.9850769012,60.1849647118
"0",0.104294564999999,-139.9848204207,60.1848819752
"0",0.104564059999999,-139.9845639403,60.1847992387
"0",0.104833554999999,-139.9843074598,60.1847165021
"0",0.105103049999999,-139.9840509794,60.1846337655
"0",0.105372544999999,-139.9837944989,60.1845510290
"0",0.105642039999999,-139.9835380185,60.1844682924
"0",0.105911534999999,-139.9832815381,60.1843855559
"0",0.106181029999999,-139.9830250576,60.1843028193
"0",0.106450524999999,-139.9827685772,60.1842200828
"0",0.106720019999999,-139.9825120967,60.1841373462
"0",0.106989514999999,-139.9822556163,60.1840546096
"0",0.107259009999999,-139.9819991359,60.1839718731
"0",0.107528504999999,-139.9817426554,60.1838891365
"0",0.107797999999999,-139.9814861750,60.1838064000
"0",0.108067494999999,-139.9812296945,60.1837236634
"0",0.108336989999999,-139.9809732141,60.1836409269
"0",0.108606484999999,-139.9807204032,60.1835567924
"0",0.108875979999999,-139.9808693542,60.1833328306
"0",0.109145474999999,-139.9810289303,60.1831164521
"0",0.109414969999999,-139.9811361230,60.1828691925
"0",0.109684464999999,-139.9812433136,60.1826219321
"0",0.109953959999999,-139.9813336908,60.1823687627
"0",0.110223454999999,-139.9814068085,60.1821093977
"0",0.110492949999999,-139.9814849560,60.1818514819
"0",0.110762444999999,-139.9815475212,60.1815894477
"0",0.111031939999999,-139.9815789803,60.1813218977
"0",0.111301434999999,-139.9815690080,60.1810623525
"0",0.111570929999999,-139.9814339296,60.1808291543
"0",0.111840424999999,-139.9813282659,60.1805827475
"0",0.112109919999999,-139.9812437192,60.1803268580
"0",0.112379414999999,-139.9811404605,60.1800796852
"0",0.112648909999999,-139.9809989637,60.1798503247
"0",0.112918404999999,-139.9808509799,60.1796254208
"0",0.113187899999999,-139.9806876448,60.1794110632
"0",0.113457394999999,-139.9805285614,60.1791935782
"0",0.113726889999999,-139.9803725806,60.1789738112
"0",0.113996384999999,-139.9802089376,60.1787599729
"0",0.114265879999999,-139.9800353570,60.1785538242
"0",0.114535374999999,-139.9798794973,60.1783343247
"0",0.114804869999999,-139.9797292281,60.1781106135
"0",0.115074364999999,-139.9795526998,60.1779077601
"0",0.115343859999999,-139.9793687973,60.1777107641
"0",0.115613354999999,-139.9791848961,60.1775137669
"0",0.115882849999999,-139.9790009957,60.1773167688
"0",0.116152344999999,-139.9788299490,60.1771094207
"0",0.116421839999999,-139.9786758041,60.1768883708
"0",0.116691334999999,-139.9785188127,60.1766693246
"0",0.116960829999999,-139.9783402798,60.1764683405
"0",0.117230324999999,-139.9781346800,60.1762970562
"0",0.117499819999999,-139.9779059543,60.1761545356
"0",0.117769314999999,-139.9776772286,60.1760120151
"0",0.118038809999999,-139.9774485029,60.1758694945
"0",0.118308304999999,-139.9772197772,60.1757269740
"0",0.118577799999999,-139.9769910515,60.1755844534
"0",0.118847294999999,-139.9767492576,60.1754668787
"0",0.119116789999999,-139.9765018703,60.1753599811
"0",0.119386284999999,-139.9762544831,60.1752530836
"0",0.119655779999999,-139.9760170288,60.1751264531
"0",0.119925274999999,-139.9757838035,60.1749914217
"0",0.120194769999999,-139.9755505782,60.1748563902
"0",0.120464264999999,-139.9753076493,60.1747400507
"0",0.120733759999999,-139.9750630092,60.1746270073
"0",0.121003254999999,-139.9748183691,60.1745139640
"0",0.121272749999999,-139.9745737291,60.1744009207
"0",0.121542244999999,-139.9743250155,60.1742973849
"0",0.121811739999999,-139.9740744196,60.1741982423
"0",0.122081234999999,-139.9738238237,60.1740990997
"0",0.122350729999999,-139.9735732278,60.1739999571
"0",0.122620224999999,-139.9733226319,60.1739008145
"0",0.122889719999999,-139.9730720360,60.1738016719
"0",0.123159214999999,-139.9728214420,60.1737025245
"0",0.123428709999999,-139.9725708480,60.1736033771
"0",0.123698204999999,-139.9723202540,60.1735042297
"0",0.123967699999999,-139.9720724589,60.1733987072
"0",0.124237194999999,-139.9718298660,60.1732813349
"0",0.124506689999999,-139.9715872731,60.1731639627
"0",0.124776184999999,-139.9713511958,60.1730365013
"0",0.125045679999999,-139.9711444203,60.1728636678
"0",0.125315174999999,-139.9709413933,60.1726871649
"0",0.125584669999999,-139.9707730158,60.1724767449
"0",0.125854164999999,-139.9707475116,60.1722375616
"0",0.126123659999999,-139.9708308618,60.1719816988
"0",0.126393154999999,-139.9709343123,60.1717328503
"0",0.126662649999999,-139.9711624962,60.1717433801
"0",0.126932144999999,-139.9714215493,60.1718176669
"0",0.127201639999999,-139.9716811131,60.1718901528
"0",0.127471134999999,-139.9719359521,60.1719774402
"0",0.127740629999999,-139.9721866926,60.1720755268
"0",0.128010124999999,-139.9724349817,60.1721752564
"0",0.128279619999999,-139.9727017427,60.1722135465
"0",0.128549114999999,-139.9729674814,60.1721693250
"0",0.128818609999999,-139.9731425996,60.1719646059
"0",0.129088104999999,-139.9733197852,60.1717615506
"0",0.129357599999999,-139.9735034336,60.1715644968
"0",0.129627094999999,-139.9737499927,60.1714702887
"0",0.129896589999999,-139.9740102588,60.1714005780
"0",0.130166084999999,-139.9742743213,60.1713467397
"0",0.130435579999999,-139.9745363866,60.1712845515
"0",0.130705074999999,-139.9747962315,60.1712130799
"0",0.130974569999999,-139.9750307740,60.1710849344
"0",0.131244064999999,-139.9752569119,60.1709383518
"0",0.131513559999999,-139.9754815421,60.1707894598
"0",0.131783054999999,-139.9757046819,60.1706383600
"0",0.132052549999999,-139.9759243203,60.1704822582
"0",0.132322044999999,-139.9761413819,60.1703225340
"0",0.132591539999999,-139.9763927423,60.1702317109
"0",0.132861034999999,-139.9766519839,60.1701599229
"0",0.133130529999999,-139.9769206445,60.1701387320
"0",0.133400024999999,-139.9771893050,60.1701175411
"0",0.133669519999999,-139.9774581009,60.1701006520
"0",0.133939014999999,-139.9777275621,60.1701049189
"0",0.134208509999999,-139.9779927520,60.1701400187
"0",0.134478004999999,-139.9782247671,60.1702430916
"0",0.134747499999999,-139.9783157391,60.1704951887
"0",0.135016994999999,-139.9782951026,60.1707589222
"0",0.135286489999999,-139.9782784354,60.1710276073
"0",0.135555984999999,-139.9784067104,60.1712600644
"0",0.135825479999999,-139.9786208353,60.1714237046
"0",0.136094974999999,-139.9788746477,60.1715137604
"0",0.136364469999999,-139.9791324921,60.1715842381
"0",0.136633964999999,-139.9794018289,60.1715934704
"0",0.136903459999999,-139.9796656274,60.1715391329
"0",0.137172954999999,-139.9799265149,60.1714738939
"0",0.137442449999999,-139.9801787079,60.1713788872
"0",0.137711944999999,-139.9804289306,60.1712788322
"0",0.137981439999999,-139.9806800795,60.1711811838
"0",0.138250934999999,-139.9809329254,60.1710879286
"0",0.138520429999999,-139.9811929959,60.1710182645
"0",0.138789924999999,-139.9814547019,60.1709539411
"0",0.139059419999999,-139.9817164080,60.1708896177
"0",0.139328914999999,-139.9819781140,60.1708252943
"0",0.139598409999999,-139.9822398201,60.1707609709
"0",0.139867904999999,-139.9825015261,60.1706966475
"0",0.140137399999999,-139.9827632322,60.1706323241
"0",0.140406895,-139.9830249382,60.1705680007
"0",0.14067639,-139.9832866443,60.1705036773
"0",0.140945885,-139.9835483503,60.1704393539
"0",0.14121538,-139.9838101956,60.1703756867
"0",0.141484875,-139.9840754683,60.1703281686
"0",0.14175437,-139.9843407409,60.1702806505
"0",0.142023865,-139.9846065374,60.1702362176
"0",0.14229336,-139.9848726292,60.1701935242
"0",0.142562855,-139.9851366206,60.1701397088
"0",0.14283235,-139.9853999564,60.1700824218
"0",0.143101845,-139.9856554551,60.1699971551
"0",0.14337134,-139.9859104925,60.1699100792
"0",0.143640835,-139.9861660412,60.1698245081
"0",0.14391033,-139.9864215899,60.1697389369
"0",0.144179825,-139.9866771386,60.1696533658
